temp1,temp2,trans1,trans2
31.31,30.87,0,0
31.31,30.87,0,0
31.31,30.87,0,0
31.31,30.81,0,0
31.31,30.87,0,0
31.25,30.81,0,0
31.25,30.81,0,0
31.25,30.81,0,0
31.25,30.81,0,0
31.19,30.75,0,0
31.19,30.81,0,0
31.19,30.75,0,0
31.19,30.75,0,0
31.19,30.75,0,0
31.19,30.75,0,0
31.19,30.75,0,0
31.12,30.75,0,0
31.12,30.75,0,0
31.12,30.75,0,0
31.12,30.75,0,0
31.12,30.75,0,0
31.06,30.75,0,0
31.12,30.75,0,0
31.06,30.75,0,0
31.06,30.75,0,0
31.06,30.75,0,0
31.06,30.75,0,0
31.06,30.75,0,0
31.06,30.69,0,0
31.06,30.69,0,0
31.00,30.69,0,0
31.00,30.69,0,0
31.00,30.62,0,0
31.00,30.62,0,0
31.00,30.62,0,0
30.94,30.62,0,0
30.94,30.62,0,0
30.94,30.62,0,0
30.94,30.62,0,0
30.94,30.62,0,0
30.94,30.62,0,0
30.94,30.62,0,0
30.94,30.62,0,0
30.94,30.62,0,0
30.87,30.62,0,0
30.87,30.56,0,0
30.87,30.62,0,0
30.87,30.56,0,0
30.87,30.62,0,0
30.87,30.56,0,0
30.87,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.81,30.56,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.81,30.50,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.75,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.50,0,0
30.69,30.44,0,0
30.69,30.50,0,0
30.62,30.50,0,0
30.62,30.50,0,0
30.62,30.50,0,0
30.62,30.50,0,0
30.62,30.44,0,0
30.62,30.50,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.62,30.44,0,0
30.56,30.44,0,0
30.62,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.62,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.56,30.44,0,0
30.50,30.44,0,0
30.56,30.44,0,0
30.50,30.37,0,0
30.56,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.50,30.37,0,0
30.44,30.37,0,0
30.44,30.31,0,0
30.44,30.37,0,0
30.44,30.31,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.31,0,0
30.44,30.37,0,0
30.44,30.31,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.31,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.31,0,0
30.44,30.31,0,0
30.44,30.31,0,0
30.44,30.31,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.31,0,0
30.44,30.31,0,0
30.44,30.37,0,0
30.44,30.37,0,0
30.44,30.31,0,0
30.44,30.31,0,0
30.44,30.31,0,0
30.44,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.31,0,0
30.37,30.25,0,0
30.37,30.31,0,0
30.37,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.19,0,0
30.31,30.25,0,0
30.31,30.19,0,0
30.25,30.19,0,0
30.31,30.19,0,0
30.31,30.25,0,0
30.25,30.19,0,0
30.25,30.25,0,0
30.31,30.25,0,0
30.31,30.19,0,0
30.31,30.25,0,0
30.25,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.31,30.25,0,0
30.25,30.25,0,0
30.25,30.25,0,0
30.25,30.25,1,0
30.25,30.25,1,0
30.25,30.25,1,0
30.25,30.19,1,0
30.31,30.19,1,0
30.37,30.19,1,0
30.44,30.25,1,0
30.56,30.25,1,0
30.69,30.19,1,0
30.75,30.25,1,0
30.87,30.25,1,0
31.00,30.25,1,0
31.12,30.25,1,0
31.25,30.19,1,0
31.44,30.19,1,0
31.56,30.19,1,0
31.69,30.19,1,0
31.87,30.25,1,0
32.00,30.25,1,0
32.19,30.25,1,0
32.31,30.25,1,0
32.50,30.25,1,0
32.63,30.25,1,0
32.81,30.25,1,0
32.94,30.25,1,0
33.06,30.25,1,0
33.25,30.25,1,0
33.38,30.25,1,0
33.56,30.25,1,0
33.69,30.25,1,0
33.81,30.25,1,0
33.94,30.31,1,0
34.13,30.31,1,0
34.25,30.31,1,0
34.38,30.31,1,0
34.50,30.31,1,0
34.69,30.31,1,0
34.81,30.31,1,0
35.00,30.31,1,0
35.06,30.31,1,0
35.25,30.31,1,0
35.31,30.31,1,0
35.38,30.31,1,0
35.50,30.31,1,0
35.63,30.31,1,0
35.75,30.31,1,0
35.88,30.31,1,0
36.00,30.31,1,0
36.13,30.37,1,0
36.19,30.37,1,0
36.31,30.37,1,0
36.44,30.37,1,0
36.56,30.37,1,0
36.63,30.37,1,0
36.75,30.44,1,0
36.88,30.44,1,0
37.00,30.44,1,0
37.13,30.44,1,0
37.25,30.44,1,0
37.31,30.44,1,0
37.44,30.50,1,0
37.50,30.50,1,0
37.63,30.50,1,0
37.69,30.50,1,0
37.81,30.50,1,0
37.88,30.50,1,0
38.00,30.56,1,0
38.06,30.56,1,0
38.13,30.56,1,0
38.25,30.56,1,0
38.31,30.56,1,0
38.38,30.56,1,0
38.44,30.62,1,0
38.50,30.62,1,0
38.63,30.62,1,0
38.69,30.62,1,0
38.75,30.62,1,0
38.88,30.69,1,0
38.94,30.69,1,0
39.00,30.69,1,0
39.06,30.69,1,0
39.19,30.69,1,0
39.25,30.69,1,0
39.31,30.75,1,0
39.38,30.75,1,0
39.44,30.75,1,0
39.56,30.81,1,0
39.63,30.81,1,0
39.69,30.81,1,0
39.75,30.81,1,0
39.81,30.81,1,0
39.88,30.81,1,0
39.94,30.87,1,0
40.00,30.87,1,0
40.06,30.87,1,0
40.13,30.87,1,0
40.19,30.87,1,0
40.25,30.94,1,0
40.31,30.94,1,0
40.38,30.94,1,0
40.44,30.94,1,0
40.50,30.94,1,0
40.56,31.00,1,0
40.56,31.00,1,0
40.63,31.00,1,0
40.69,31.00,1,0
40.75,31.00,1,0
40.75,31.00,1,0
40.81,31.06,1,0
40.88,31.06,1,0
40.94,31.06,1,0
41.00,31.06,1,0
41.06,31.12,1,0
41.06,31.12,1,0
41.13,31.12,1,0
41.13,31.12,1,0
41.19,31.12,1,0
41.19,31.12,1,0
41.25,31.19,1,0
41.31,31.19,1,0
41.31,31.19,1,0
41.38,31.19,1,0
41.44,31.19,1,0
41.44,31.25,1,0
41.50,31.25,1,0
41.56,31.25,1,0
41.56,31.25,1,0
41.63,31.25,1,0
41.63,31.25,1,0
41.69,31.31,1,0
41.69,31.31,1,0
41.75,31.31,1,0
41.81,31.31,1,0
41.81,31.37,1,0
41.88,31.37,1,0
41.94,31.37,1,0
41.94,31.37,1,0
42.00,31.37,1,0
42.00,31.37,1,0
42.06,31.44,1,0
42.06,31.44,1,0
42.13,31.44,1,0
42.19,31.44,1,0
42.19,31.44,1,0
42.19,31.44,1,0
42.19,31.44,1,0
42.19,31.44,1,0
42.19,31.50,1,0
42.25,31.50,1,0
42.25,31.50,1,0
42.31,31.50,1,0
42.38,31.50,1,0
42.38,31.50,1,0
42.38,31.50,1,0
42.44,31.50,1,0
42.50,31.50,1,0
42.50,31.56,1,0
42.50,31.50,1,0
42.50,31.56,1,0
42.50,31.56,1,0
42.56,31.56,1,0
42.56,31.56,1,0
42.63,31.56,1,0
42.63,31.62,1,0
42.69,31.62,1,0
42.69,31.62,1,0
42.69,31.62,1,0
42.69,31.62,1,0
42.75,31.62,1,0
42.75,31.62,1,0
42.81,31.62,1,0
42.81,31.69,1,0
42.81,31.69,1,0
42.88,31.69,1,0
42.94,31.69,1,0
42.94,31.69,1,0
42.94,31.69,1,0
42.94,31.75,1,0
42.94,31.75,1,0
42.94,31.75,1,0
43.00,31.75,1,0
43.00,31.75,1,0
43.00,31.75,1,0
43.00,31.75,1,0
43.00,31.75,1,0
43.06,31.75,1,0
43.06,31.81,1,0
43.06,31.81,1,0
43.13,31.81,1,0
43.13,31.81,1,0
43.19,31.81,1,0
43.19,31.81,1,0
43.19,31.81,1,0
43.19,31.81,1,0
43.25,31.87,1,0
43.25,31.87,1,0
43.25,31.87,1,0
43.31,31.87,1,0
43.31,31.87,1,0
43.38,31.87,1,0
43.38,31.87,1,0
43.38,31.94,1,0
43.44,31.94,1,0
43.44,31.94,1,0
43.44,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.50,31.94,1,0
43.56,31.94,1,0
43.56,32.00,1,0
43.56,32.00,1,0
43.56,32.00,1,0
43.63,32.00,1,0
43.63,32.00,1,0
43.63,32.00,1,0
43.63,32.06,1,0
43.69,32.00,1,0
43.69,32.06,1,0
43.75,32.06,1,0
43.75,32.06,1,0
43.75,32.06,1,0
43.75,32.06,1,0
43.75,32.06,1,0
43.75,32.13,1,0
43.81,32.13,1,0
43.81,32.13,1,0
43.81,32.13,1,0
43.81,32.13,1,0
43.81,32.13,1,0
43.81,32.13,1,0
43.81,32.13,1,0
